Run Time (sec),Filament Feed Rate Set (RPS),Spool Wind Rate Set (RPS),Wind B-F Speed (PPS),Filament Diameter Set (mm),Spool Wind Rate Actual (RPS),Wind Count (#),Filament Diameter Actual (mm)
476.0073013,0.001,1,127,0,0.998,4,0.23
477.0254772,0.001,1,127,0,1,4,0.215
478.0280247,0.001,1,127,0,1.001,4,0.221
479.0312774,0.001,1,127,0,1.003,4,0.232
480.0296197,0.001,1,127,0,1.001,4,0.213
481.0562921,0.001,1,127,0,1.002,4,0.205
482.0525956,0.001,1,127,0,1.003,4,0.241
483.0110319,0.001,1,127,0,1.002,4,0.213
484.0113001,0.001,1,127,0,1.002,4,0.223
485.0063221,0.001,1,127,0,1.001,4,0.22
486.0065842,0.001,1,127,0,1.002,4,0.212
487.0104694,0.001,1,127,0,0.997,4,0.198
488.0123625,0.001,1,127,0,1,4,0.207
489.0104642,0.001,1,127,0,1,4,0.22
490.0103002,0.001,1,127,0,0.996,4,0.206
491.0050535,0.001,1,127,0,1,4,0.199
492.0058835,0.001,1,127,0,0.997,4,0.191
493.0066767,0.001,1,127,0,1,4,0.187
494.0060673,0.001,1,127,0,1,4,0.198
495.0061641,0.001,1,127,0,1.001,4,0.207
496.0089486,0.001,1,127,0,1.002,4,0.228
497.0092797,0.001,1,127,0,1.003,4,0.219
498.0062001,0.001,1,127,0,0.998,4,0.218
499.0111146,0.001,1,127,0,1.001,4,0.232
500.0097625,0.001,1,127,0,1,4,0.221
501.0112107,0.001,1,127,0,1.003,4,0.216
502.0090749,0.001,1,127,0,1.001,4,0.219
503.0079708,0.001,1,127,0,1.001,4,0.207
504.0062296,0.001,1,127,0,0.998,4,0.202
505.0069137,0.001,1,127,0,0.998,4,0.199
506.0075936,0.001,1,127,0,0.998,4,0.2
507.0071723,0.001,1,127,0,1.001,4,0.187
508.0099819,0.001,1,127,0,1,5,0.201
509.0097625,0.001,1,127,0,1,5,0.202
510.0101445,0.001,1,127,0,1,5,0.201
511.0088067,0.001,1,127,0,0.998,5,0.199
512.0092511,0.001,1,127,0,1,5,0.214
513.0073187,0.001,1,127,0,1.001,5,0.212
514.0219023,0.001,1,127,0,1.003,5,0.204
515.0264058,0.001,1,127,0,1.001,5,0.243
516.0274656,0.001,1,127,0,1,5,0.229
517.0211973,0.001,1,127,0,1.002,5,0.225
518.0326066,0.001,1,127,0,1.001,5,0.218
519.0433917,0.001,1,127,0,1,5,0.217
520.0441937,0.001,1,127,0,0.994,5,0.208
521.0495594,0.001,1,127,0,1,5,0.207
522.0078721,0.001,1,127,0,0.997,5,0.223
523.0095065,0.001,1,127,0,1,5,0.23
524.0113018,0.001,1,127,0,1,5,0.223
525.0093441,0.001,1,127,0,1.001,5,0.223
526.0098922,0.001,1,127,0,1.002,5,0.208
527.0701909,0.001,1,127,0,1.003,5,0.219
528.0700078,0.001,1,127,0,1.002,5,0.208
529.0881834,0.001,1,127,0,1.001,5,0.213
530.2676854,0.001,1,127,0,0.998,5,0.223
531.0076029,0.001,1,127,0,1.003,5,0.236
532.0231957,0.001,1,127,0,0.997,5,0.232
533.0099106,0.001,1,127,0,0.998,5,0.215
534.0116675,0.001,1,127,0,0.996,5,0.221
535.011761,0.001,1,127,0,0.996,5,0.196
536.0115807,0.001,1,127,0,0.998,5,0.196
537.0108023,0.001,1,127,0,1.001,5,0.206
538.0114973,0.001,1,127,0,0.998,5,0.211
539.0096393,0.001,1,127,0,0.998,5,0.204
540.0104799,0.001,1,127,0,1.001,5,0.203
541.0108557,0.001,1,127,0,1.001,5,0.207
542.0078011,0.001,1,127,0,1.001,5,0.194
543.0083463,0.001,1,127,0,1.002,5,0.21
544.0083101,0.001,1,127,0,1.001,5,0.214
545.0076523,0.001,1,127,0,1.003,5,0.222
546.0119464,0.001,1,127,0,1.003,5,0.21
547.0124977,0.001,1,127,0,0.997,5,0.212
548.0090168,0.001,1,127,0,1,5,0.223
549.0096796,0.001,1,127,0,0.998,5,0.22
550.0135789,0.001,1,127,0,0.995,5,0.209
551.0113499,0.001,1,127,0,1,5,0.213
552.0122275,0.001,1,127,0,1,5,0.199
553.0193353,0.001,1,127,0,0.998,5,0.198
554.0182645,0.001,1,127,0,1.001,5,0.19
555.0113328,0.001,1,127,0,1,5,0.198
556.0303116,0.001,1,127,0,1,5,0.185
557.0289314,0.001,1,127,0,1.002,5,0.18
558.0538948,0.001,1,127,0,0.998,5,0.187
559.0575705,0.001,1,127,0,1.002,5,0.172
560.0100873,0.001,1,127,0,0.997,5,0.169
561.0101025,0.001,1,127,0,1.002,5,0.203
562.0114861,0.001,1,127,0,0.998,5,0.199
563.0146439,0.001,1,127,0,1,5,0.22
564.0099623,0.001,1,127,0,0.998,5,0.223
565.010211,0.001,1,127,0,0.998,5,0.247
566.0093298,0.001,1,127,0,1.001,5,0.249
567.0090036,0.001,1,127,0,0.997,5,0.246
568.008436,0.001,1,127,0,1,5,0.248
569.0239587,0.001,1,127,0,1.004,5,0.235
570.0136907,0.001,1,127,0,1.001,5,0.231
571.013196,0.001,1,127,0,1.001,5,0.222
572.0112872,0.001,1,127,0,1.002,5,0.195
573.007966,0.001,1,127,0,1.001,5,0.213
574.0118177,0.001,1,127,0,1.002,5,0.206
575.0117767,0.001,1,127,0,1.003,5,0.214
576.0106947,0.001,1,127,0,1.001,5,0.186
577.0111187,0.001,1,127,0,1.001,5,0.207
578.0137661,0.001,1,127,0,1,5,0.22
579.0116739,0.001,1,127,0,0.998,5,0.2
580.0111217,0.001,1,127,0,0.997,5,0.223
581.0085905,0.001,1,127,0,0.997,5,0.221
582.0087826,0.001,1,127,0,0.998,5,0.22
583.0147629,0.001,1,127,0,0.998,5,0.203
584.0132177,0.001,1,127,0,1.002,5,0.23
585.0164831,0.001,1,127,0,0.998,5,0.218
586.0131826,0.001,1,127,0,1,5,0.223
587.0734208,0.001,1,127,0,1.001,5,0.2
588.075907,0.001,1,127,0,1,5,0.187
589.2622471,0.001,1,127,0,1.003,5,0.18
590.2796814,0.001,1,127,0,0.998,5,0.19
591.00824,0.001,1,127,0,0.998,5,0.188
592.0075254,0.001,1,127,0,0.998,5,0.182
593.008847,0.001,1,127,0,1,5,0.195
594.0121639,0.001,1,127,0,0.997,5,0.191
595.0104957,0.001,1,127,0,1,5,0.202
596.0188007,0.001,1,127,0,1,5,0.197
597.0310948,0.001,1,127,0,0.998,5,0.213
598.0423908,0.001,1,127,0,0.998,5,0.225
599.0486999,0.001,1,127,0,0.998,5,0.229
600.0111277,0.001,1,127,0,1.002,5,0.245
601.0553353,0.001,1,127,0,1.001,5,0.231
602.0476823,0.001,1,127,0,1.003,5,0.211
603.0083578,0.001,1,127,0,1.001,5,0.211
604.0107162,0.001,1,127,0,1.002,5,0.209
605.0113931,0.001,1,127,0,0.998,5,0.201
606.0099988,0.001,1,127,0,0.998,5,0.206
607.0139511,0.001,1,127,0,1,5,0.197
608.0092738,0.001,1,127,0,1.001,5,0.201
609.0149069,0.001,1,127,0,0.998,5,0.203
610.0108116,0.001,1,127,0,0.998,5,0.211
611.0080163,0.001,1,127,0,1,5,0.22
612.0080562,0.001,1,127,0,1.001,5,0.206
613.0090313,0.001,1,127,0,1.001,5,0.232
614.0099726,0.001,1,127,0,1.003,5,0.248
615.0117316,0.001,1,127,0,1.001,5,0.238
616.0125353,0.001,1,127,0,1.002,5,0.224
617.0110891,0.001,1,127,0,1.003,5,0.221
618.0116777,0.001,1,127,0,1.001,5,0.205
619.0117548,0.001,1,127,0,1.004,5,0.197
620.0100763,0.001,1,127,0,1.002,5,0.192
621.0095754,0.001,1,127,0,1.001,5,0.194
622.0092175,0.001,1,127,0,0.998,5,0.212
623.0100129,0.001,1,127,0,0.996,5,0.197
624.008733,0.001,1,127,0,0.998,5,0.196
625.0114715,0.001,1,127,0,0.997,5,0.21
626.0097644,0.001,1,127,0,1,5,0.207
627.0101275,0.001,1,127,0,1.001,5,0.225
628.0114625,0.001,1,127,0,0.998,5,0.207
629.0156174,0.001,1,127,0,1.001,5,0.215
630.0138037,0.001,1,127,0,1.001,6,0.222
631.0126748,0.001,1,127,0,1.003,6,0.202
632.0115895,0.001,1,127,0,1.004,6,0.206
633.0163472,0.001,1,127,0,1,6,0.197
634.0304644,0.001,1,127,0,1.002,6,0.219
635.0189607,0.001,1,127,0,1.001,6,0.212
636.0233722,0.001,1,127,0,1,6,0.206
637.0213904,0.001,1,127,0,0.998,6,0.198
638.024276,0.001,1,127,0,0.996,6,0.197
639.0490973,0.001,1,127,0,0.998,6,0.206
640.0498259,0.001,1,127,0,0.998,6,0.201
641.0452323,0.001,1,127,0,1,6,0.212
642.0632145,0.001,1,127,0,0.997,6,0.205
643.0119796,0.001,1,127,0,1,6,0.193
644.0102575,0.001,1,127,0,1,6,0.211
645.0114017,0.001,1,127,0,1.001,6,0.209
646.0124733,0.001,1,127,0,1.001,6,0.195
647.085747,0.001,1,127,0,1.002,6,0.199
648.2523351,0.001,1,127,0,1.003,6,0.192
649.1018665,0.001,1,127,0,1,6,0.183
650.108366,0.001,1,127,0,1,6,0.188
651.0106506,0.001,1,127,0,1,6,0.189
652.0109036,0.001,1,127,0,0.997,6,0.195
653.0102944,0.001,1,127,0,0.995,6,0.187
654.0098534,0.001,1,127,0,1.002,6,0.191
655.0084612,0.001,1,127,0,0.997,6,0.188
656.0101318,0.001,1,127,0,1,6,0.194
657.0111859,0.001,1,127,0,0.998,6,0.213
658.0104988,0.001,1,127,0,1.001,6,0.205
659.0125487,0.001,1,127,0,1.003,6,0.22
660.0142305,0.001,1,127,0,1.001,6,0.21
661.0129306,0.001,1,127,0,1.001,6,0.233
662.0103159,0.001,1,127,0,1.004,6,0.236
663.0105469,0.001,1,127,0,1.001,6,0.246
664.0148127,0.001,1,127,0,1.001,6,0.266
665.0108204,0.001,1,127,0,1.001,6,0.244
666.0133262,0.001,1,127,0,1,6,0.24
667.0087965,0.001,1,127,0,1,6,0.2
668.0091949,0.001,1,127,0,0.997,6,0.206
669.0099974,0.001,1,127,0,0.998,6,0.194
670.0117385,0.001,1,127,0,0.996,6,0.201
671.0096087,0.001,1,127,0,1,6,0.172
672.0113542,0.001,1,127,0,0.998,6,0.184
673.0147233,0.001,1,127,0,1,6,0.181
674.0139782,0.001,1,127,0,1.001,6,0.222
675.0232306,0.001,1,127,0,0.998,6,0.231
676.0331712,0.001,1,127,0,1.002,6,0.218
677.0409758,0.001,1,127,0,1.004,6,0.219
678.0530388,0.001,1,127,0,1.002,6,0.201
679.043303,0.001,1,127,0,1.002,6,0.195
680.0594203,0.001,1,127,0,1.001,6,0.199
681.0577924,0.001,1,127,0,1,6,0.185
682.0163281,0.001,1,127,0,0.998,6,0.192
683.0132108,0.001,1,127,0,0.998,6,0.198
684.010628,0.001,1,127,0,1,6,0.196
685.0122025,0.001,1,127,0,0.998,6,0.212
686.0102077,0.001,1,127,0,0.998,6,0.215
687.0128601,0.001,1,127,0,1.001,6,0.213
688.0159512,0.001,1,127,0,1.001,6,0.213
689.012507,0.001,1,127,0,1.003,6,0.184
690.0147831,0.001,1,127,0,1.004,6,0.213
691.0138857,0.001,1,127,0,1.002,6,0.227
692.0124149,0.001,1,127,0,1.001,6,0.212
693.0134146,0.001,1,127,0,1.001,6,0.234
694.0109658,0.001,1,127,0,1.001,6,0.225
695.0116637,0.001,1,127,0,1.002,6,0.241
696.0107765,0.001,1,127,0,0.998,6,0.222
697.0118155,0.001,1,127,0,0.998,6,0.204
698.0117829,0.001,1,127,0,0.998,6,0.206
699.013104,0.001,1,127,0,1,6,0.214
700.0122333,0.001,1,127,0,0.995,6,0.217
701.0096948,0.001,1,127,0,0.998,6,0.207
702.0116549,0.001,1,127,0,1.001,6,0.207
703.0127118,0.001,1,127,0,1.002,6,0.204
704.0103951,0.001,1,127,0,0.998,6,0.202
705.01124,0.001,1,127,0,1.001,6,0.213
706.0124152,0.001,1,127,0,1.003,6,0.19
707.077903,0.001,1,127,0,1.003,6,0.209
708.2446005,0.001,1,127,0,1.002,6,0.203
709.093924,0.001,1,127,0,1,6,0.194
710.1076515,0.001,1,127,0,1.002,6,0.193
711.0140414,0.001,1,127,0,0.998,6,0.201
712.0136006,0.001,1,127,0,0.998,6,0.205
713.0135443,0.001,1,127,0,0.997,6,0.206
714.0148194,0.001,1,127,0,1,6,0.192
715.0484931,0.001,1,127,0,0.997,6,0.215
716.0414896,0.001,1,127,0,1.001,6,0.209
717.051801,0.001,1,127,0,0.996,6,0.184
718.0114503,0.001,1,127,0,0.997,6,0.201
719.0153794,0.001,1,127,0,1,6,0.189
720.0142376,0.001,1,127,0,1.002,6,0.177
721.0140395,0.001,1,127,0,1.002,6,0.197
722.0109253,0.001,1,127,0,1.001,6,0.205
723.0105908,0.001,1,127,0,1.001,6,0.203
724.0146968,0.001,1,127,0,1.003,6,0.194
725.0138164,0.001,1,127,0,1,6,0.238
726.013402,0.001,1,127,0,1.002,6,0.232
727.0156271,0.001,1,127,0,1.001,6,0.228
728.0172195,0.001,1,127,0,1,6,0.239
729.0153091,0.001,1,127,0,0.997,6,0.221
730.0175574,0.001,1,127,0,0.996,6,0.203
731.0114331,0.001,1,127,0,1,6,0.222
732.0128052,0.001,1,127,0,0.998,6,0.202
733.0119255,0.001,1,127,0,1,6,0.196
734.0118473,0.001,1,127,0,1.001,6,0.198
735.0137737,0.001,1,127,0,1.002,6,0.188
736.0107415,0.001,1,127,0,1.001,6,0.187
737.0106492,0.001,1,127,0,0.998,6,0.187
738.0094554,0.001,1,127,0,1.001,6,0.205
739.0142398,0.001,1,127,0,1.001,6,0.214
740.0118611,0.001,1,127,0,1.001,6,0.205
741.0115697,0.001,1,127,0,1.001,6,0.232
742.0124605,0.001,1,127,0,1.002,6,0.231
743.0144191,0.001,1,127,0,0.998,6,0.222
744.0157673,0.001,1,127,0,1,6,0.225
745.012028,0.001,1,127,0,0.996,6,0.219
746.0159125,0.001,1,127,0,0.998,6,0.193
747.0129678,0.001,1,127,0,1.002,6,0.225
748.0142915,0.001,1,127,0,0.998,6,0.23
749.0136192,0.001,1,127,0,1.001,6,0.199
750.0149684,0.001,1,127,0,1.001,6,0.224
751.0123513,0.001,1,127,0,1.002,7,0.214
752.0103097,0.001,1,127,0,1.002,7,0.194
753.0117755,0.001,1,127,0,1,7,0.218
754.0293627,0.001,1,127,0,1.004,7,0.212
755.0384524,0.001,1,127,0,1.003,7,0.185
756.0362132,0.001,1,127,0,0.998,7,0.213
757.0465121,0.001,1,127,0,0.998,7,0.199
758.0410566,0.001,1,127,0,0.996,7,0.186
759.0546167,0.001,1,127,0,1,7,0.209
760.0118399,0.001,1,127,0,0.998,7,0.219
761.0115216,0.001,1,127,0,1,7,0.193
762.0121942,0.001,1,127,0,1.001,7,0.207
763.0141518,0.001,1,127,0,1,7,0.212
764.0106895,0.001,1,127,0,1.002,7,0.232
765.0295095,0.001,1,127,0,1.002,7,0.223
766.0166202,0.001,1,127,0,1.002,7,0.228
767.0819137,0.001,1,127,0,1,7,0.208
768.0885131,0.001,1,127,0,1.001,7,0.201
769.1041136,0.001,1,127,0,1.001,7,0.213
770.1137242,0.001,1,127,0,1,7,0.207
771.0107064,0.001,1,127,0,1.002,7,0.215
772.0113041,0.001,1,127,0,1,7,0.214
773.0133107,0.001,1,127,0,1,7,0.215
774.017195,0.001,1,127,0,1.001,7,0.197
775.0167041,0.001,1,127,0,0.998,7,0.203
776.0138264,0.001,1,127,0,0.997,7,0.205
777.0145848,0.001,1,127,0,0.996,7,0.18
778.0137458,0.001,1,127,0,1.001,7,0.193
779.0119586,0.001,1,127,0,1.002,7,0.186
780.0140297,0.001,1,127,0,1.001,7,0.191
781.0111542,0.001,1,127,0,1.001,7,0.214
782.0125015,0.001,1,127,0,1.005,7,0.21
783.0121496,0.001,1,127,0,1,7,0.197
784.0118947,0.001,1,127,0,1,7,0.212
785.0112154,0.001,1,127,0,1.001,7,0.221
786.3099985,0.001,1,127,0,1.003,7,0.207
787.0650442,0.001,1,127,0,1,7,0.221
788.1066351,0.001,1,127,0,0.997,7,0.228
789.0131581,0.001,1,127,0,0.997,7,0.214
790.0155795,0.001,1,127,0,1.001,7,0.211
791.0144768,0.001,1,127,0,1.004,7,0.21
792.0200045,0.001,1,127,0,1,7,0.21
793.0208576,0.001,1,127,0,1,7,0.211
794.0289435,0.001,1,127,0,1,7,0.238
795.0358441,0.001,1,127,0,1.001,7,0.222
796.0459325,0.001,1,127,0,1.001,7,0.225
797.051286,0.001,1,127,0,1.001,7,0.227
798.0470824,0.001,1,127,0,1.003,7,0.21
799.0454831,0.001,1,127,0,1.003,7,0.208
800.0139024,0.001,1,127,0,1.001,7,0.214
801.0574236,0.001,1,127,0,1,7,0.207
802.0576687,0.001,1,127,0,1,7,0.215
803.0123332,0.001,1,127,0,0.996,7,0.208
804.0122414,0.001,1,127,0,0.998,7,0.201
805.0118771,0.001,1,127,0,1,7,0.201
806.0136409,0.001,1,127,0,1,7,0.209
807.0189991,0.001,1,127,0,1.001,7,0.203
808.0159125,0.001,1,127,0,1,7,0.207
809.0159302,0.001,1,127,0,1,7,0.202
810.0151157,0.001,1,127,0,1.001,7,0.214
811.0158908,0.001,1,127,0,1.001,7,0.222
812.0137203,0.001,1,127,0,1.007,7,0.215
813.0125947,0.001,1,127,0,1.003,7,0.211
814.0126741,0.001,1,127,0,1.002,7,0.213
815.0128503,0.001,1,127,0,1.002,7,0.202
816.0130861,0.001,1,127,0,1,7,0.222
817.0188353,0.001,1,127,0,0.998,7,0.203
818.0289295,0.001,1,127,0,0.998,7,0.221
819.0155513,0.001,1,127,0,1,7,0.222
820.017215,0.001,1,127,0,0.997,7,0.232
821.0136604,0.001,1,127,0,1,7,0.223
822.0177097,0.001,1,127,0,1,7,0.221
823.0157824,0.001,1,127,0,1.004,7,0.213
824.012181,0.001,1,127,0,1,7,0.21
825.0120022,0.001,1,127,0,1.002,7,0.208
826.0151992,0.001,1,127,0,1.001,7,0.193
827.0827355,0.001,1,127,0,1.004,7,0.188
828.0821521,0.001,1,127,0,1.002,7,0.184
829.2707984,0.001,1,127,0,1.001,7,0.188
830.2883432,0.001,1,127,0,1,7,0.175
831.0148532,0.001,1,127,0,0.998,7,0.208
832.0218909,0.001,1,127,0,0.998,7,0.193
833.0261106,0.001,1,127,0,0.998,7,0.189
834.0253615,0.001,1,127,0,1,7,0.209
835.0293336,0.001,1,127,0,1,7,0.221
836.0355158,0.001,1,127,0,1.002,7,0.218
837.0472803,0.001,1,127,0,1.001,7,0.226
838.0477111,0.001,1,127,0,1.002,7,0.234
839.0507863,0.001,1,127,0,1.001,7,0.21
840.015687,0.001,1,127,0,1.001,7,0.212
841.0163043,0.001,1,127,0,0.998,7,0.221
842.0137234,0.001,1,127,0,1.003,7,0.201
843.0128496,0.001,1,127,0,1,7,0.21
844.0164979,0.001,1,127,0,1.002,7,0.184
845.0157804,0.001,1,127,0,1,7,0.187
846.0156031,0.001,1,127,0,0.998,7,0.194
847.0167923,0.001,1,127,0,0.998,7,0.195
848.0121093,0.001,1,127,0,0.997,7,0.196
849.018254,0.001,1,127,0,1,7,0.21
850.0146732,0.001,1,127,0,0.998,7,0.204
851.0310943,0.001,1,127,0,1.001,7,0.208
852.0130036,0.001,1,127,0,1.001,7,0.203
853.0143149,0.001,1,127,0,1.001,7,0.235
854.0143039,0.001,1,127,0,1.002,7,0.215
855.0133727,0.001,1,127,0,1.003,7,0.218
856.013839,0.001,1,127,0,1.001,7,0.209
857.0138099,0.001,1,127,0,1.003,7,0.206
858.0134459,0.001,1,127,0,1.003,7,0.223
859.016556,0.001,1,127,0,0.998,7,0.22
860.0173354,0.001,1,127,0,1,7,0.208
861.0179596,0.001,1,127,0,1,7,0.201
862.0178883,0.001,1,127,0,1.001,7,0.215
863.0130229,0.001,1,127,0,0.998,7,0.202
864.0120966,0.001,1,127,0,0.998,7,0.201
865.0170608,0.001,1,127,0,0.998,7,0.196
866.0162807,0.001,1,127,0,1,7,0.189
867.0143902,0.001,1,127,0,1.002,7,0.2
868.0135858,0.001,1,127,0,1,7,0.208
869.0158594,0.001,1,127,0,1.004,7,0.195
870.0158825,0.001,1,127,0,0.997,7,0.194
871.0185418,0.001,1,127,0,1.001,7,0.197
872.0182669,0.001,1,127,0,1.002,7,0.201
873.0174158,0.001,1,127,0,1.001,8,0.204
874.0173335,0.001,1,127,0,1.002,8,0.218
875.0158284,0.001,1,127,0,0.998,8,0.2
876.0145817,0.001,1,127,0,1,8,0.217
877.0165009,0.001,1,127,0,1,8,0.216
878.0347488,0.001,1,127,0,0.997,8,0.197
879.0443602,0.001,1,127,0,0.998,8,0.21
880.0558784,0.001,1,127,0,1.001,8,0.196
881.0474186,0.001,1,127,0,1.001,8,0.187
882.0491061,0.001,1,127,0,1.001,8,0.196
883.0504339,0.001,1,127,0,1.001,8,0.193
884.0146747,0.001,1,127,0,1.004,8,0.183
885.0130243,0.001,1,127,0,1.008,8,0.208
886.0129235,0.001,1,127,0,1.003,8,0.205
887.081789,0.001,1,127,0,1.003,8,0.198
888.4279406,0.001,1,127,0,1.001,8,0.206
889.2688906,0.001,1,127,0,1.001,8,0.213
890.1179535,0.001,1,127,0,1.001,8,0.214
891.0134439,0.001,1,127,0,0.997,8,0.225
892.015254,0.001,1,127,0,0.998,8,0.219
893.0143681,0.001,1,127,0,0.997,8,0.227
894.014518,0.001,1,127,0,1.002,8,0.236
895.0146477,0.001,1,127,0,1,8,0.199
896.0153828,0.001,1,127,0,1,8,0.196
897.017494,0.001,1,127,0,1.001,8,0.186
898.0139747,0.001,1,127,0,1.005,8,0.189
899.018132,0.001,1,127,0,1.002,8,0.195
900.0164657,0.001,1,127,0,1.003,8,0.184
901.0170393,0.001,1,127,0,1.002,8,0.183
902.014149,0.001,1,127,0,1.001,8,0.188
903.0169139,0.001,1,127,0,1.003,8,0.191
904.018286,0.001,1,127,0,1,8,0.194
905.0161173,0.001,1,127,0,1.002,8,0.187
906.0181944,0.001,1,127,0,0.998,8,0.219
907.0137608,0.001,1,127,0,0.998,8,0.217
908.0139327,0.001,1,127,0,0.998,8,0.207
909.0163977,0.001,1,127,0,0.998,8,0.217
910.0159583,0.001,1,127,0,1,8,0.214
911.0145631,0.001,1,127,0,0.998,8,0.196
912.0127642,0.001,1,127,0,1,8,0.201
913.0153141,0.001,1,127,0,1,8,0.207
914.0154092,0.001,1,127,0,1.002,8,0.204
915.0169449,0.001,1,127,0,1,8,0.212
916.0239353,0.001,1,127,0,1.003,8,0.196
917.0332012,0.001,1,127,0,1.004,8,0.202
918.0447636,0.001,1,127,0,1.001,8,0.218
919.0512497,0.001,1,127,0,1.004,8,0.198
920.0432596,0.001,1,127,0,1,8,0.221
921.046114,0.001,1,127,0,1,8,0.221
922.0148559,0.001,1,127,0,1.001,8,0.199
923.0141366,0.001,1,127,0,1,8,0.219
924.0155931,0.001,1,127,0,0.998,8,0.237
925.0149431,0.001,1,127,0,1.002,8,0.22
926.0145395,0.001,1,127,0,1,8,0.225
927.0161836,0.001,1,127,0,1.001,8,0.214
928.0140281,0.001,1,127,0,1,8,0.22
929.0168812,0.001,1,127,0,1.002,8,0.224
930.0156944,0.001,1,127,0,1.001,8,0.211
931.0170603,0.001,1,127,0,1.004,8,0.212
932.0159507,0.001,1,127,0,1.004,8,0.208
933.0177634,0.001,1,127,0,0.998,8,0.198
934.0161307,0.001,1,127,0,1,8,0.209
935.0192108,0.001,1,127,0,1,8,0.205
936.0172529,0.001,1,127,0,0.998,8,0.206
937.0182738,0.001,1,127,0,1,8,0.216
938.0144155,0.001,1,127,0,1,8,0.219
939.0158424,0.001,1,127,0,1,8,0.203
940.0180666,0.001,1,127,0,1,8,0.207
941.0170147,0.001,1,127,0,1.001,8,0.212
942.0160115,0.001,1,127,0,0.998,8,0.197
943.0152013,0.001,1,127,0,1.003,8,0.21
944.0149238,0.001,1,127,0,1.002,8,0.19
945.0171764,0.001,1,127,0,1.003,8,0.198
946.0157962,0.001,1,127,0,1.001,8,0.205
947.0859632,0.001,1,127,0,1.003,8,0.202
948.2530844,0.001,1,127,0,1,8,0.211
949.0968156,0.001,1,127,0,1.002,8,0.21
950.1131334,0.001,1,127,0,1.003,8,0.2
951.0151229,0.001,1,127,0,1.002,8,0.201
952.019557,0.001,1,127,0,1.001,8,0.225
953.0157082,0.001,1,127,0,0.997,8,0.192
954.0152209,0.001,1,127,0,1,8,0.196
955.0137148,0.001,1,127,0,0.998,8,0.204
956.0150673,0.001,1,127,0,1.003,8,0.186
957.0149186,0.001,1,127,0,1.001,8,0.184
